Symbol,Name,Country,Sector,Industry
IHS,IHS Holding Limited Ordinary Shares,,Telecommunications,Telecommunications Equipment
IHTA,Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,,Finance,Finance/Investors Services
IIF,Morgan Stanley India Investment Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
IIIN,Insteel Industries Inc. Common Stock,United States,Industrials,Steel/Iron Ore
IIM,Invesco Value Municipal Income Trust Common Stock,United States,Finance,Investment Managers
IIPR,Innovative Industrial Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
IIVI,Coherent Corp. 6.00% Series A Mandatory Convertible Preferred Stock,United States,Technology,Electronic Components
IMAX,Imax Corporation Common Stock,Canada,Consumer Discretionary,Industrial Machinery/Components
INFA,Informatica Inc. Class A Common Stock,,Technology,EDP Services
INFY,Infosys Limited American Depositary Shares,India,Technology,EDP Services
ING,ING Group N.V. Common Stock,Netherlands,Finance,Commercial Banks
INGR,Ingredion Incorporated Common Stock,United States,Consumer Staples,Packaged Foods
INN,Summit Hotel Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
INSI,Insight Select Income Fund,United States,Finance,Investment Managers
INSP,Inspire Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
INST,Instructure Holdings Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
INSW,International Seaways Inc. Common Stock ,,Consumer Discretionary,Marine Transportation
INT,World Fuel Services Corporation Common Stock,United States,Energy,Oil Refining/Marketing
INVH,Invitation Homes Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
IONQ,IonQ Inc. Common Stock,United States,Industrials,Wholesale Distributors
IOT,Samsara Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
IP,International Paper Company Common Stock,United States,Basic Materials,Paper
IPG,Interpublic Group of Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Advertising
IPI,Intrepid Potash Inc Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IQI,Invesco Quality Municipal Income Trust Common Stock,United States,Finance,Finance Companies
IQV,IQVIA Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,Ingersoll Rand Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
IRNT,IronNet Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Argentina,Real Estate,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ISD,PGIM High Yield Bond Fund Inc.,United States,Finance,Trusts Except Educational Religious and Charitable
IT,Gartner Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
ITCL,Banco Itau Chile American Depositary Shares (each representing one third of a share of Common Stock),Chile,Finance,Commercial Banks
ITGR,Integer Holdings Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
ITT,ITT Inc. Common Stock ,United States,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Brazil,Finance,Major Banks
ITW,Illinois Tool Works Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,United States,Real Estate,Real Estate Investment Trusts
IVT,InvenTrust Properties Corp. Common Stock,,Real Estate,Real Estate Investment Trusts
IVZ,Invesco Ltd Common Stock,United States,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Japan,Finance,Diversified Financial Services
J,Jacobs Solutions Inc. Common Stock,,Industrials,Military/Government/Technical
JBGS,JBG SMITH Properties Common Shares ,United States,Real Estate,Real Estate Investment Trusts
JBI,Janus International Group Inc. Common Stock,,Industrials,Building Products
JBL,Jabil Inc. Common Stock,United States,Technology,Electrical Products
JBT,John Bean Technologies Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
JCI,Johnson Controls International plc Ordinary Share,Switzerland,Industrials,Industrial Machinery/Components
JEF,Jefferies Financial Group Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,United States,Basic Materials,Forest Products
JEQ,abrdn Japan Equity Fund Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
JFR,Nuveen Floating Rate Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
JHAA,Nuveen Corporate Income 2023 Target Term Fund,,Finance,Finance/Investors Services
JHG,Janus Henderson Group plc Ordinary Shares,,Finance,Investment Managers
JHI,John Hancock Investors Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JHS,John Hancock Income Securities Trust Common Stock,United States,Finance,Finance Companies
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Ireland,Industrials,Building Materials
JILL,J. Jill Inc. Common Stock,,Consumer Discretionary,Apparel
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),China,Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,United States,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,United States,Finance,Investment Managers
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,,Consumer Discretionary,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),United States,Finance,Trusts Except Educational Religious and Charitable
JNJ,Johnson & Johnson Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
JOBY,Joby Aviation Inc. Common Stock,United States,Consumer Discretionary,Aerospace
JOE,St. Joe Company (The) Common Stock,United States,Real Estate,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
JPC,Nuveen Preferred & Income Opportunities Fund,United States,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,United States,Finance,Major Banks
JPS,Nuveen Preferred & Income Securities Fund,United States,Finance,Investment Managers
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,United States,Finance,Investment Managers
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JT,Jianpu Technology Inc. American depositary shares,,Technology,EDP Services
JUN,Juniper II Corp. Class A Common Stock,,Finance,Blank Checks
JWN,Nordstrom Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JXN,Jackson Financial Inc. Class A Common Stock ,,Finance,Life Insurance
K,Kellogg Company Common Stock,United States,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,United States,Industrials,Industrial Machinery/Components
KAMN,Kaman Corporation Common Stock,United States,Industrials,Military/Government/Technical
KAR,OPENLANE Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KB,KB Financial Group Inc,South Korea,Finance,Commercial Banks
KBH,KB Home Common Stock,United States,Consumer Discretionary,Homebuilding
KBR,KBR Inc. Common Stock,United States,Industrials,Military/Government/Technical
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,,Finance,Blank Checks
KD,Kyndryl Holdings Inc. Common Stock,,Technology,EDP Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,South Korea,Utilities,Electric Utilities: Central
KEX,Kirby Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,United States,Finance,Major Banks
KEYS,Keysight Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,United States,Finance,Investment Managers
KFS,Kingsway Financial Services Inc. Common Stock (DE),Canada,Finance,Property-Casualty Insurers
KFY,Korn Ferry Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
KGC,Kinross Gold Corporation Common Stock,Canada,Basic Materials,Precious Metals
KIM,Kimco Realty Corporation (HC) Common Stock,United States,Real Estate,Real Estate Investment Trusts
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
KIO,KKR Income Opportunities Fund Common Shares,,Finance,Investment Managers
KKR,KKR & Co. Inc. Common Stock,United States,Finance,Investment Managers
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,,,
KLR,Kaleyra Inc. Common Stock,United States,Technology,EDP Services
KMB,Kimberly-Clark Corporation Common Stock,United States,Consumer Discretionary,Containers/Packaging
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,,Finance,Investment Managers
KMI,Kinder Morgan Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,United States,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KMX,CarMax Inc,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,,Consumer Staples,Consumer Electronics/Appliances
KNF,Knife Riv Holding Co. Common Stock,,,
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,Consumer Discretionary,Marine Transportation
KNSL,Kinsale Capital Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
KNSW,KnightSwan Acquisition Corporation Class A Common Stock,,Finance,Blank Checks
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
KNX,Knight-Swift Transportation Holdings Inc.,United States,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KODK,Eastman Kodak Company Common New,United States,Consumer Discretionary,Industrial Machinery/Components
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,United States,Basic Materials,Forest Products
KORE,KORE Group Holdings Inc. Common Stock,,Consumer Discretionary,Telecommunications Equipment
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,Energy,Oil & Gas Production
KR,Kroger Company (The) Common Stock,United States,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
KRG,Kite Realty Group Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc Common Stock,United States,Industrials,Major Chemicals
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
KSM,DWS Strategic Municipal Income Trust,United States,Finance,Trusts Except Educational Religious and Charitable
KSS,Kohl's Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,,Consumer Discretionary,Apparel
KTF,DWS Municipal Income Trust,United States,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,Finance,Investment Managers
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,Finance,Finance: Consumer Services
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,,Consumer Discretionary,Educational Services
KVUE,Kenvue Inc. Common Stock,,Consumer Discretionary,Specialty Chemicals
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,Finance,Real Estate
KWR,Quaker Houghton Common Stock,United States,Industrials,Major Chemicals
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,Finance,Finance/Investors Services
L,Loews Corporation Common Stock,United States,Finance,Property-Casualty Insurers
LAC,Lithium Americas Corp. Common Shares,Canada,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
LADR,Ladder Capital Corp Class A Common Stock,,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,,Finance,Blank Checks
LAW,CS Disco Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Bermuda,Finance,Investment Managers
LBRT,Liberty Energy Inc. Class A common stock,United States,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation Common Stock,United States,Finance,Finance: Consumer Services
LCII,LCI Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.
LCW,Learn CW Investment Corporation Class A Ordinary Shares,,Finance,Blank Checks
LDI,loanDepot Inc. Class A Common Stock,,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,Finance,Finance Companies
LEA,Lear Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LEG,Leggett & Platt Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,,Finance,Real Estate
LEN,Lennar Corporation Class A Common Stock,United States,Consumer Discretionary,Homebuilding
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
LEV,The Lion Electric Company Common Shares,Canada,Consumer Discretionary,Auto Manufacturing
LEVI,Levi Strauss & Co Class A Common Stock,United States,Consumer Discretionary,Apparel
LFT,Lument Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,,
LH,Laboratory Corporation of America Holdings Common Stock,United States,Health Care,Medical Specialities
LHC,Leo Holdings Corp. II Class A Ordinary Shares,,Technology,Radio And Television Broadcasting And Communications Equipment
LHX,L3Harris Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LICY,Li-Cycle Holdings Corp. Common Shares,Canada,Industrials,Environmental Services
LII,Lennox International Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LIN,Linde plc Ordinary Shares,,Industrials,Major Chemicals
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,China,Consumer Discretionary,Catalog/Specialty Distribution
LL,LL Flooring Holdings Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LLAP,Terran Orbital Corporation Common Stock,,Finance,Blank Checks
LLY,Eli Lilly and Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LMND,Lemonade Inc. Common Stock,United States,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,United States,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,United States,Finance,Life Insurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,Consumer Staples,Farming/Seeds/Milling
LNN,Lindsay Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
LOB,Live Oak Bancshares Inc. Common Stock,United States,Finance,Major Banks
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A Common Stock,,Finance,Blank Checks
LOCL,Local Bounti Corporation Common Stock,,Consumer Staples,Farming/Seeds/Milling
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,Industrials,Building Materials
LOW,Lowe's Companies Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LPG,Dorian LPG Ltd. Common Stock,,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,Technology,Industrial Machinery/Components
LPX,Louisiana-Pacific Corporation Common Stock,United States,Basic Materials,Forest Products
LRN,Stride Inc. Common Stock,United States,Consumer Discretionary,Educational Services
LSI,Life Storage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,,,
LTC,LTC Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation Common Stock,United States,Industrials,Major Chemicals
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China,Finance,Finance: Consumer Services
LUMN,Lumen Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LUV,Southwest Airlines Company Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group Inc. Common Stock,,,
LW,Lamb Weston Holdings Inc. Common Stock ,,Consumer Staples,Packaged Foods
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,Real Estate,Real Estate Investment Trusts
LXU,LSB Industries Inc. Common Stock,United States,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,Industrials,Major Chemicals
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,Finance,Commercial Banks
LYV,Live Nation Entertainment Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZB,La-Z-Boy Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
M,Macy's Inc Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAC,Macerich Company (The) Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,Consumer Discretionary,Professional Services
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAS,Masco Corporation Common Stock,United States,Industrials,Industrial Specialties
MATV,Mativ Holdings Inc. Common Stock,United States,Basic Materials,Paper
MATX,Matson Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,Finance,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,,Consumer Discretionary,Telecommunications Equipment
MBC,MasterBrand Inc. Common Stock,,Industrials,Agricultural Chemicals
MBI,MBIA Inc. Common Stock,United States,Finance,Property-Casualty Insurers
MBSC,M3-Brigade Acquisition III Corp. Class A Common Stock,,Finance,Blank Checks
MC,Moelis & Company Class A Common Stock,,Finance,Investment Bankers/Brokers/Service
MCB,Metropolitan Bank Holding Corp. Common Stock,,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,Consumer Discretionary,Restaurants
MCI,Barings Corporate Investors Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,United States,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,,
MCO,Moody's Corporation Common Stock,United States,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MCS,Marcus Corporation (The) Common Stock,United States,Consumer Discretionary,Movies/Entertainment
MCW,Mister Car Wash Inc. Common Stock,,,
MCY,Mercury General Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
MDC,M.D.C. Holdings Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
MDT,Medtronic plc. Ordinary Shares,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Modiv Inc. Class C Common Stock,,Consumer Discretionary,Transportation Services
MEC,Mayville Engineering Company Inc. Common Stock,,Industrials,Industrial Specialties
MED,MEDIFAST INC Common Stock,United States,Consumer Discretionary,Other Consumer Services
MEG,Montrose Environmental Group Inc. Common Stock,United States,Consumer Discretionary,Professional Services
MEGI,MainStay CBRE Global Infrastructure Megatrends Fund Common Shares,,Finance,Investment Managers
MEI,Methode Electronics Inc. Common Stock,United States,Technology,Electrical Products
MET,MetLife Inc. Common Stock,United States,Finance,Life Insurance
MFA,MFA Financial Inc.,United States,Real Estate,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,Canada,Finance,Life Insurance
MFD,Macquarie First Trust Global Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,Finance,Major Banks
MFM,MFS Municipal Income Trust Common Stock,United States,Finance,Finance Companies
MFV,MFS Special Value Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Group Inc Common Stock,United States,Consumer Discretionary,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Canada,Consumer Discretionary,Auto Parts:O.E.M.
MGF,MFS Government Markets Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MGM,MGM Resorts International Common Stock,United States,Consumer Discretionary,Hotels/Resorts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,Finance,Investment Managers
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,Finance,Investment Managers
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,Energy,Oil & Gas Production
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
MHI,Pioneer Municipal High Income Fund Inc.,United States,Finance,Investment Managers
MHK,Mohawk Industries Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
MIN,MFS Intermediate Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,,Finance,Investment Managers
MIR,Mirion Technologies Inc. Class A Common Stock,United States,Technology,Industrial Machinery/Components
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,United States,Consumer Staples,Packaged Foods
MKFG,Markforged Holding Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
MKL,Markel Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
ML,MoneyLion Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
MLI,Mueller Industries Inc. Common Stock,United States,Industrials,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink Inc. Common Stock,,Technology,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,Finance,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,,Finance,Real Estate
MMM,3M Company Common Stock,United States,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,Energy,Natural Gas Distribution
MMS,Maximus Inc. Common Stock,United States,Consumer Discretionary,Business Services
MMT,MFS Multimarket Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,Finance,Investment Managers
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,China,Consumer Discretionary,Department/Specialty Retail Stores
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,,Finance,Blank Checks
MO,Altria Group Inc.,United States,Health Care, Medicinal Chemicals and Botanical Products 
MOD,Modine Manufacturing Company Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MODG,Topgolf Callaway Brands Corp. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MODN,Model N Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,Consumer Discretionary,Business Services
MOH,Molina Healthcare Inc Common Stock,United States,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,United States,Industrials,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
MP,MP Materials Corp. Common Stock,,Basic Materials,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,Finance,Finance Companies
MPC,Marathon Petroleum Corporation Common Stock,United States,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,,Consumer Discretionary,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
MPV,Barings Participation Investors Common Stock,United States,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,United States,Real Estate,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,United States,Industrials,Marine Transportation
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MRC,MRC Global Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MRDB,MariaDB plc Ordinary Shares,,Finance,Blank Checks
MRK,Merck & Company Inc. Common Stock (new),United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MS,Morgan Stanley Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,United States,Health Care,Industrial Specialties
